UID	DLCL-0001	DLCL-0002	DLCL-0003	DLCL-0004	DLCL-0005	DLCL-0006	DLCL-0007	DLCL-0008	DLCL-0009	DLCL-0010	DLCL-0011	DLCL-0012	DLCL-0013	DLCL-0014	DLCL-0015	DLCL-0016	DLCL-0017	DLCL-0018	DLCL-0020	DLCL-0021	DLCL-0023	DLCL-0024	DLCL-0025	DLCL-0026	DLCL-0027	DLCL-0028	DLCL-0029	DLCL-0030	DLCL-0031	DLCL-0032	DLCL-0033	DLCL-0034	DLCL-0036	DLCL-0037	DLCL-0039	DLCL-0040	DLCL-0041	DLCL-0042	DLCL-0048	DLCL-0049
13602	0.562	-0.8885	0.159	-0.359	0.1025	-0.243	1.6255	-0.319	0.399	0.182	1.1235	-0.793	0.804	0.686	-1.487	0.998	-0.733	-0.248	0.025	-1.435	0.5865	0.08	0.3305	-0.3025	0.7125	-0.237	-0.7505	0.734	0.5775	1.059	-1.094	0.076	-0.234	-0.601	0.378	-0.843	-0.412	0.522	0.087	-0.634
13603	-0.522	-0.7335	-1.36	-0.376	-1.0975	2.379	1.127	-1.802	0.8685	0.1765	2.632	NA	-1.433	-0.695	0.829	-0.344	1.024	0.88	0.511	2.151	0.067	-1.187	0.4355	0.192	-0.711	1.2245	-0.4995	-0.7075	1.3165	-1.159	0.202	1.8755	0.499	-0.778	0.061	0.386	0.984	1.321	-0.389	1.25
13604	-0.739	-0.3485	-0.306	0.088	-0.7685	-0.777	0.437	-0.722	-0.3725	-0.605	-0.5325	-0.375	-0.594	-0.515	-1.583	-0.362	-0.479	-0.151	-0.454	-1.047	-0.445	-1.2545	-0.7535	-1.1375	-0.821	-0.31	-0.0575	-0.257	-0.007	0.039	-0.367	-0.2725	-0.0125	-1.059	-1.247	-1.382	-0.418	0.062	-0.739	-1.172
13605	1.037	0.3	0.578	-0.077	0.6895	0.655	0.262	0.873	0.9455	0.336	0.5455	0.776	0.415	0.869	0.4425	0.518	-0.113	1.05	0.364	0.593	0.954	0.988	0.343	1.221	0.995	-0.1905	0.7895	0.432	0.491	0.6095	0.108	0.7225	0.178	-0.069	-0.125	-0.25	1.267	-0.41	0.309	1.025
13606	0.064	0.718	0.421	0.095	-0.214	0.266	-0.114	0.513	-0.3515	-0.538	0.485	0.906	0.775	0.401	0.843	1.361	0.889	0.769	0.603	0.693	-0.296	0.3805	0.0805	-0.2985	0.335	0.645	0.1595	0.809	0.007	0.2515	-0.382	0.06	-0.5035	-0.027	0.481	-0.179	0.405	0.036	-0.785	0.114
13607	-0.159	0.568	-0.306	-0.625	-0.7445	-0.071	0.0405	-0.834	-0.112	0.6865	-0.4595	-1.167	-0.387	0.397	-1.5035	0.181	0.726	-0.843	-0.866	0.15	0.509	-0.324	-0.331	0.8625	0.157	-0.961	-0.5405	-0.1405	-0.4595	0.3315	-0.0315	-0.034	-0.4145	-0.278	-0.795	0.034	0.059	-0.172	0.161	-0.052
13608	-0.106	-0.871	-0.535	0.355	0.705	0.232	-0.575	0.249	0.1545	-1.5075	0.729	-0.162	-0.448	-0.719	0.673	-0.471	-0.835	-0.088	0.032	-0.473	0.1865	-0.0105	-0.0855	1.3335	0.2425	0.0825	1.049	0.3435	-0.0885	0.4705	0.416	-0.464	0.0085	0.046	0.36	0.046	0.477	0.849	-0.043	0.081
13609	0	-0.5055	-0.475	-0.117	-0.608	-0.162	0.358	-0.239	0.095	-1.756	0.37	-0.046	-2.713	0.106	-0.274	0.08	-0.93	-0.815	-0.254	1.228	-0.5885	0.1185	0.304	-0.5605	-0.082	-0.068	0.3885	0.18	0.1645	-0.0735	-0.143	0.3415	0.033	-1.668	0.192	-0.38	0.598	-0.236	-0.219	0.508
13610	-1.078	-0.167	-0.032	-0.582	-1.079	-0.536	-0.482	-0.449	-0.4025	-0.304	-0.577	0.272	-0.585	-0.255	-0.385	-0.703	0.434	-0.31	-0.903	0.144	-0.5725	0.2875	-0.053	0.0065	-0.0395	-0.056	-0.3085	-0.1845	0.7065	-0.659	-0.021	-0.863	-0.3195	-0.659	-0.419	0.685	-0.512	-0.247	-0.27	-0.555
13611	-0.737	-1.1225	-1.115	0.684	-0.715	-0.793	-0.5565	-0.424	-1.0955	-3.165	-1.079	1.544	-4.069	-0.334	-1.409	-1.99	-2.544	-1.721	-0.178	-1.902	-0.765	-0.5595	-0.873	-0.8325	-0.68	-0.7505	0.2165	-0.1335	0.459	0.0355	-2.875	0.1275	-1.119	-1.457	-0.694	-0.3	-0.225	1.37	-1.661	-0.38
13612	-0.678	-0.809	-0.581	-0.707	-0.8475	-0.6	-0.379	-0.197	0.1325	-1.975	0.0575	-0.83	-0.305	-0.642	-0.873	-0.863	-2.326	-1.107	-0.78	-1.776	-0.657	-0.384	-0.7855	-0.711	-0.5155	-0.7675	-0.3725	-0.3685	-0.309	-0.43	-0.224	-0.1145	-0.968	-0.861	-0.962	-0.279	-0.321	-0.983	-0.853	-0.976
13613	-0.226	0.001	-0.193	-0.05	0.1285	-0.937	-0.473	-0.095	0.297	0.247	-0.554	-0.07	-3.129	-0.385	0.371	-0.154	-0.802	-0.86	-0.739	0.292	0.0155	0.5065	-0.333	0.549	0.4405	-0.2445	0.293	0.205	-0.0195	-0.0235	-0.3035	-0.0645	0.577	-1.813	0.227	-0.154	0.146	-0.866	NA	-0.431
13614	-0.263	-0.075	0	0.183	-0.064	-0.2	-1.141	-0.531	0.791	-0.0205	1.8425	0.57	NA	0.455	0.647	0.373	0.185	0.543	-0.138	0	0.812	0.4535	0.6725	0.715	0.801	0.157	1.0455	0.6315	0.8225	0.4015	0.153	-0.1785	0.7	-0.056	0.862	0.415	1	-0.133	1.737	-0.17
13615	0.051	0.134	-0.14	0.142	0.0585	-0.308	-0.0545	0.006	-0.2065	-0.0095	-0.4615	-0.205	-0.463	-0.333	-0.046	0.125	0.074	-0.047	-0.113	0.657	0.148	0.682	NA	0.352	0.697	0.1745	0.266	0.2095	0.995	0.4145	-0.414	-0.1455	-0.144	-1.667	-0.184	-0.408	-0.008	0.141	-1.532	-0.02
13616	NA	-0.3365	-0.142	0.527	1.1775	0.131	-0.305	-0.107	-0.4835	-1.119	-0.525	-0.485	-1.453	0.57	-0.493	-1.425	-0.865	-0.998	NA	2.532	0.815	1.322	0.4385	0.1985	-0.5285	-0.92	-1.211	0.0135	-0.202	-0.359	0.0175	0.0645	0.2155	-0.113	-0.94	-0.093	-0.111	-1.433	4.459	NA
13617	-0.121	0.018	-0.622	-0.026	-1.0815	0.314	0.325	-0.237	-1.034	-1.3095	-0.223	-0.236	-0.461	-0.423	-0.658	-0.524	0.545	0.557	0.523	0.24	-0.549	-1.0765	-0.322	-0.282	-0.6945	0.3485	-0.025	0.4015	0.132	-0.502	-0.6575	-0.464	-1.41	-2.542	-0.656	0.102	0.091	1.482	-0.972	0.672
13618	0.141	-0.7265	-0.097	-0.177	-0.2655	-0.023	-0.369	-0.342	0.032	-0.6085	0.294	0.346	-0.649	0.197	0.497	-0.027	-1.158	0.096	-1.478	0.825	0.745	0.791	0.4065	1.0385	0.7205	-0.019	0.126	-0.1495	0.1245	-0.0325	0.357	0.068	0.44	0.071	0.33	-0.064	1.111	-0.966	1.222	0.034
13619	0.771	-0.1605	0.358	0.317	0.289	-0.153	-1.9105	-0.75	0.341	0.0185	-0.526	-0.152	1.401	0.236	0.5965	-0.644	-1.268	0.45	-0.813	-0.463	0.851	0.5305	0.1165	1.144	0.877	-0.183	0.177	0.1115	0.1255	-0.062	0.0115	-0.165	0	-1.288	0.469	-0.455	0.599	0.622	-0.571	0.245
13620	-0.922	-0.348	-0.49	-0.312	-1.172	-0.107	-0.3465	-1.198	-0.175	-2.3785	0.963	0.214	-0.075	-1.268	-2.3235	0.255	-0.16	0.119	0.66	-0.306	-0.644	-0.3835	-1.2305	0.3085	-0.2145	-1.7015	-1.186	0.7455	0.9245	0.708	-1.1025	-0.8555	-0.1105	-1.298	1.808	-0.973	-2.079	-0.388	-0.223	1.695
13621	-0.425	0.4555	0.055	-0.493	-0.18	-0.226	-0.09	-0.041	-0.3295	0.165	0.0655	NA	0.11	-0.79	-0.4245	-0.358	0.081	0.363	-0.298	1.097	-0.043	0.039	-0.4345	1.238	-0.069	-0.1785	-0.538	0.004	0.059	-0.2905	-0.407	-0.0115	-0.485	0.29	-0.432	-0.061	-0.39	0.668	0.411	-0.408
13622	0.312	-2.7485	-3.566	-4.093	-3.223	1.517	1.327	-3.714	-1.5515	-2.9865	-3.5525	1.874	0.49	-1.007	-3.438	-2.987	-0.117	0.881	-4.109	2.584	-2.765	0.8415	0.9835	-3.198	-2.3265	2.708	-4.1805	2.139	1.638	1.3125	-3.9925	-1.6195	1.9065	-1.432	1.831	1.315	2.072	1.823	-3.02	0.897
13623	-0.728	0.189	0.459	-0.557	0.1365	0.407	0.566	0.365	-0.0745	-1.546	0.71	NA	-0.666	0.388	0.133	-0.05	-0.265	-0.334	-0.054	-3.503	0.577	0.369	-0.2885	-1.158	0.576	0.0005	-0.0025	0.0545	0.1225	0.053	-0.0105	-0.0905	-0.387	-0.034	-0.491	-0.295	0.515	-0.63	-0.009	-0.029
13624	-1.191	-0.9005	-0.721	-0.462	-0.7305	-0.6	0.107	-0.19	-0.83	-1.7415	-0.6705	-1.03	-0.661	-0.919	-0.108	-0.835	-1.139	-0.892	-0.907	-1.021	-0.813	-0.4325	-0.7035	-0.488	-0.524	-0.221	-0.027	-0.2035	-0.082	-0.359	-0.802	0.027	-0.9755	-1.161	-0.511	-0.932	-0.262	-0.156	-0.67	-0.677
13625	0.601	-0.277	-0.418	-0.179	-0.6615	0.073	0.5935	-0.152	0.211	-0.512	-0.1555	NA	-0.42	-0.188	-1.05	-0.027	0.749	-1.248	-0.239	-0.831	-0.484	-0.8	-0.7455	0.728	-0.9315	-0.051	-0.0885	0.0455	0.5105	-0.042	-0.481	0.302	-0.056	-0.168	-0.665	-0.341	0.068	0.822	-0.82	-0.926
13626	0.133	-1.082	-0.09	1.822	0.042	-1.289	1.534	1.339	1.4765	1.0735	2.8205	-0.6	-2.202	-1.752	-0.726	-1.663	0.387	0.171	0.523	-0.591	0.0535	0.425	0.151	-0.017	-0.952	0.637	1.594	2.545	-0.505	0.833	-0.179	-0.4915	-0.1395	0.427	1.355	-0.661	1.013	-2.106	-0.649	-0.329
13627	-0.025	-0.4735	-0.08	-0.344	0.685	0.513	0.308	0.527	0.3825	-1.344	-0.681	NA	0.496	0.639	0.239	0.709	-0.531	0.304	0.051	NA	0.879	0.5125	-0.0825	1.017	0.1405	-0.2205	0.332	0.1345	0.41	0.498	0.4935	-0.5675	-0.181	-0.047	0.133	-1.415	1.371	-0.301	-0.447	-0.15
13628	-0.968	-0.399	-0.924	-0.48	-0.442	0.648	0.2405	-0.246	0.029	-0.297	0.3065	-0.322	-1.12	-0.556	-0.7265	-0.821	-1.31	-1.119	-0.195	-0.21	-0.561	-0.596	-0.5815	-0.636	-0.9	-0.221	0.0135	-0.1195	0.084	-0.1415	0.078	0.0325	-0.655	-0.601	-0.069	-0.691	0.658	0.014	-0.365	-0.558
13629	-0.677	-1.2285	-1.319	-0.339	-1.243	0.173	0.4165	-0.211	0.226	-2.019	-0.4215	-1.366	-1.298	-0.902	-0.752	-1.021	-2.397	-1.362	-0.271	-1.513	-0.6355	-0.9705	-0.9335	-0.939	-1.732	-1.482	-0.0895	0.102	-0.0565	-0.3375	-1.2925	-0.5595	-0.907	-1.184	-0.592	-0.79	1.178	0.519	-1.274	-0.06
13630	0.131	-0.2695	-0.166	0.746	-0.3915	0.609	-1.359	0.946	0.176	0.646	-0.523	0.687	-2.348	0.958	0.7345	-0.341	-0.514	0.262	0.525	0.593	0.693	2.023	0.5655	0.3465	0.1555	0.2745	1.1625	0.4375	0.4065	0.1355	-0.4395	-0.029	0.0465	0.941	0.221	-0.297	1.065	-0.644	-0.348	0.974
13631	1.331	-0.0375	0.617	-1.753	0.5395	-0.313	-0.906	0.284	0.3345	-1.0345	-0.1455	NA	1.344	0.921	0.2005	1.575	-0.947	NA	-1.375	1	1.3835	0.548	-2.0835	0.9555	1.485	0.2925	-0.469	0.2985	0.285	-0.091	0.3445	-0.1695	0.1065	-0.881	-0.062	-0.177	-0.225	NA	1.585	0.874
13632	NA	-0.5295	-0.543	-0.151	-0.175	0.283	-0.215	0.6	0.3885	-0.373	0.3225	-0.531	-1.107	-1.014	0.349	-0.362	-3.067	-0.345	0.317	NA	-0.007	0.802	0.0375	1.0735	0.369	0.288	0.266	-0.164	0.286	-0.2295	-0.4405	0.04	-0.0355	-0.441	-0.573	0.199	0.25	-0.889	-0.485	1.126
13633	NA	-0.033	-0.251	-0.272	1.105	0.237	0.058	-2.907	-1.678	0.247	-0.4115	0.756	0.926	0.883	1.146	0.102	-1.363	-0.202	-0.359	-1.392	0.7105	0.4705	0.297	0.9375	-1.184	-0.1215	-0.0745	0.1835	-0.013	0.0095	-0.138	0.404	1.9725	-1.799	0.171	-0.315	1.474	-1.106	-0.342	0.759
13634	-2.39	-0.278	-0.13	-0.031	-0.0855	-0.434	-0.207	-0.014	-0.193	-1.8475	-0.0435	-0.187	-0.035	0.259	0.1495	-0.164	0.771	-0.314	-0.54	-0.287	-0.4965	-0.0955	0.4535	-0.3875	0.0995	0.2875	0.0365	-0.042	0.294	0.0865	-0.469	-0.533	0.465	-0.317	-0.585	-0.083	0.154	0.163	-0.725	-0.408
13635	-0.373	-0.05	-0.489	-0.358	0.5425	-0.009	-0.4935	0.121	-0.309	0.292	-0.233	0.674	0.44	1.309	0.814	0.058	-0.739	0.453	-0.25	0.648	0.6595	0.5805	0.4125	1.321	0.791	0.152	0.138	-0.142	0.1795	0.121	-0.8255	0.171	0.138	-0.951	0.246	0	1.057	-0.636	0.397	0.526
13636	0.396	0.9735	0.179	-0.259	0.9785	0.433	-0.2755	0.294	0.427	-1.19	0.5825	0.467	1.127	0.555	1.65	0.739	-0.971	0.334	0.541	1.292	0.8055	0.7965	0.394	1.366	0.9855	0.4805	0.306	0.067	-0.19	0.334	-0.1315	0.0645	0.681	0.837	0.754	0.759	0.811	-1.127	-0.094	0.501
13637	0.377	-0.411	0.966	1.549	0.101	0.179	1.049	0.233	1.2865	-0.141	1.488	-1.047	0.377	-0.253	-0.9375	-1.147	2.318	-0.003	0.188	-1.948	-0.2005	-0.2055	-0.3305	-0.2215	1.1395	0.178	0.5415	2.231	0.8105	-0.0205	0.44	-0.842	0.6125	-1.778	-0.544	0.667	0.541	-0.053	-0.699	0.788
13638	-0.996	-0.883	-0.798	-0.79	-0.644	-1.197	-0.3035	-0.762	-1.314	-1.781	-0.4265	-0.825	-0.715	-0.272	-0.908	-0.855	-1.876	-0.679	-1.196	-0.817	-0.979	-0.999	-0.6495	-0.964	-0.9165	-0.9755	-0.407	-0.4745	-0.8735	-0.361	-0.4705	-0.516	-0.5945	-0.594	-0.619	-0.255	0.084	-0.657	-0.649	-1.318
13639	0.253	-0.0315	0.274	0.291	0.3505	0.339	0.1315	1.154	0.032	2.106	0.0985	0.612	0.849	1.643	0.7995	0.513	0.624	0.419	0.605	1.051	0.214	1.246	0.5145	0.9975	0.879	0.466	0.222	0.4485	0.9305	0.501	-0.437	0.2025	-0.0615	-1.121	-0.131	0.12	0.491	0.114	0.459	0.283
13640	1.315	0.656	1.066	0.121	2.224	0.403	-0.6685	1.068	1.522	0.973	1.236	1.388	1.007	0.774	0.541	0.772	NA	1.289	0.602	0.649	1.7255	2.3475	1.224	2.412	1.5895	1.5045	1.737	1.2645	0.312	1.455	0.749	1.0095	1.0715	2.017	1.149	1.048	1.716	-0.737	1.328	1.708
13641	0.674	0.374	-1.556	0.688	0.9685	-0.249	0.172	-0.237	0.244	-0.828	0.8535	1.28	1.429	1.19	0.303	0.312	0.102	0.304	0.682	1.645	1.5315	1.1415	0.804	0.017	2.731	0.527	-0.003	-0.2275	0.2275	-0.0655	-0.106	-0.133	0.463	-0.915	0.587	0.227	0.493	0.268	1.708	2.536
13642	-1.669	-1.108	-0.899	-0.273	-1.998	-1.277	-0.7005	0.107	-1.156	-1.5125	-0.83	-0.796	-0.746	-0.253	-2.568	-0.811	-3.257	-0.537	-1.177	-2.333	-1.9685	-1.7655	-0.8455	-2.2785	-1.7645	-0.824	-0.634	-0.5125	-0.1725	-0.0175	-0.065	-0.6995	-1.509	-0.644	-1.176	-0.198	-0.765	-1.347	-0.714	-2.107
13643	0.398	1.765	-0.173	0.537	0.9065	1.991	0.7615	-0.155	1.278	1.1835	0.745	1.487	1.468	0.27	-0.1125	0.903	0.094	-0.1	0.253	1.474	0.5225	0.1215	0.3485	0.432	0.2425	0.372	0.31	0.417	0.206	0.4325	-0.869	0.1885	-0.094	-1.158	0.308	-0.394	-0.715	0.804	0.066	1.129
13644	-3.781	-0.1565	-0.065	-0.422	0.28	0.131	-0.394	-0.296	-0.444	-1.263	-0.015	0.415	1.103	0.092	0.6835	-0.673	-0.764	0.35	-0.265	0.906	0.448	0.52	0.19	0.2015	0.7755	0.2525	-0.083	-0.5145	-0.141	-0.066	-0.9175	-0.089	-0.4915	-0.138	-0.361	0.2	0.615	-1.463	-0.453	-0.619
13645	-0.644	-0.055	0.263	0.085	0.0465	-0.156	0.1685	0.348	0.118	0.184	-0.308	0.119	NA	0.102	0.713	0.094	0.05	0.289	-0.251	0.089	0.669	0.535	0.2605	0.332	0.45	0.1745	-0.022	-0.3435	0.455	-0.096	-0.283	0.1295	0.2805	0.148	-0.006	0.478	0.805	-0.23	-0.401	0.393
13646	NA	0.414	-0.43	NA	0	0.483	0.2965	-0.197	0.416	0.869	0.6115	-0.12	0.36	0.867	1.1345	0.103	-1.228	-0.65	0.536	-2.392	0.43	1.0655	0.702	-0.3955	0.3035	1.517	0.3875	0.4635	1.012	0.2565	-0.3755	0.504	0.4085	0.594	-1.002	-0.166	0.491	-0.652	-0.322	0
13647	0.057	-0.155	0.175	-0.121	0.493	-0.069	-0.0985	0	0.3265	-0.168	-0.241	0.552	0.247	-0.241	-0.2865	0.062	0.781	-0.058	-0.046	NA	1.074	0.5	-0.374	0.374	0.48	-0.0945	-0.0415	-0.0605	0.1895	0.338	-0.37	-0.0255	0.1945	-0.71	-0.561	-0.152	0.599	-0.533	-0.83	0.408
13648	0.032	0.019	0.198	NA	-0.331	0.219	0.2075	0.251	0.4035	0.1625	-0.4375	0.598	0.241	0.629	-0.05	0.265	-1.448	0.079	-0.094	-0.972	-0.177	0.5475	0.146	0.3355	-0.334	0.458	0.3765	0.0515	-0.107	-0.1495	0.6505	-0.103	-0.2875	-0.255	0.258	-0.085	0.807	-0.821	-0.558	0.556
13649	0.363	-0.453	0.718	0.502	0.3815	0.608	0.123	-0.252	0.6245	0.262	-0.981	0.571	-0.686	0.438	0.7705	0.21	-0.266	-0.112	0.117	-0.631	0.168	0.6405	-0.073	-0.721	0.599	-0.079	0.4215	-0.0585	0.0035	0.3675	-0.418	0.0955	-0.029	-0.546	0.409	-0.652	1.01	0.274	-2.248	0.251
13650	-0.462	-0.6245	-0.038	NA	-0.33	-0.56	-0.527	0.399	0.1875	0.413	0.0755	0.373	-0.135	0.144	-0.121	-0.743	-0.351	0.242	-0.028	-0.494	-0.1965	0.3015	-0.442	-0.249	-0.005	0.6015	0.4105	0.043	-0.063	0.307	-0.2415	-0.103	-0.3815	-0.24	-0.028	-0.267	-0.362	-1.361	-0.116	-0.228
13651	-0.684	-0.3275	-0.031	-0.536	-0.3005	-0.809	-0.364	0.68	0.271	-0.279	-0.2775	0.12	-0.438	-0.245	-0.1295	-0.367	0.113	0.052	-0.303	-1.404	-0.1855	0.0955	-0.3765	-0.423	0.1575	0.0355	-0.1265	-0.1905	-0.022	0.054	-0.602	-0.196	-0.016	-0.096	-0.339	-0.193	0.258	-0.681	-1.351	-0.117
13652	0.71	0.407	0.803	NA	0.5545	0.482	0.241	0.127	-0.039	-0.121	0.811	0.596	1.716	1.063	0.768	1.05	-0.154	0.585	0.532	1.082	-0.0265	1.1765	0.238	0.881	1.2015	0.5905	-0.123	0.103	-0.0595	0.667	0.184	0.311	-0.01	0.368	-1.425	-1.054	0.222	-0.989	-0.615	-1.037
13653	0.681	0.339	0.923	0.188	-0.03	0.139	0.224	-0.255	0.239	0.569	0.21	0.68	0.673	0.251	0.483	0.777	0.662	1.123	0.801	1.228	0.9485	1.156	-0.283	0.642	0.894	0.318	0.293	0.713	0.39	0.4395	-0.32	-0.0185	0.952	1.209	1.083	0.35	0.991	0.212	0.533	0.271
13654	0.578	-1.278	0.217	NA	0.867	-0.368	-1.168	0.495	0.577	0.2645	0.4485	-0.012	-0.953	-0.994	-0.1955	-0.156	0.656	0.004	0.733	-0.827	0.107	0.105	-0.303	0.1775	0.2985	0.4705	0.42	0.036	-0.1975	0.0415	-1.537	-1.191	0.223	1.359	0.821	-0.352	0.03	1.354	-0.277	0.028
13655	-1.032	-0.8275	-0.225	-0.473	0.135	0	-0.466	-1.144	0.0305	-0.555	-0.02	0	0.856	-0.532	-0.0395	-0.097	-1.686	-0.469	-0.91	NA	0.4655	0.2475	0.322	-0.6585	1.145	-0.293	-0.451	0.048	-0.0355	-0.1555	-0.2	-0.392	0.048	-0.614	-0.492	-2.087	0.108	-0.889	NA	-0.644
13656	0.657	-0.364	0.256	NA	0.241	0.025	-0.603	0.023	0.472	-0.493	0.086	0.375	0.037	0.108	0.2585	0.34	0.597	-0.345	-0.154	0.097	0.4165	0.236	0.0325	-0.2315	0.6455	0.3785	0.0965	-0.5355	-0.3005	0.055	-0.055	0.114	0.2475	0.025	-0.946	-0.046	0.034	-0.796	-0.71	-0.415
13657	0.677	0.346	-0.392	0.629	-1.691	0.052	1.2495	0.693	0.4925	-0.5425	-0.2245	-0.595	-0.441	-1.459	-0.7355	-0.703	0.937	0.208	0.402	-0.793	-0.626	-1.375	-0.477	-0.499	-0.348	-0.4605	0.2365	0.2465	0.257	0.3855	-0.0135	0.2035	-0.6755	-1.755	-0.373	-0.091	-0.435	0.417	-0.656	-1.147
13658	0.151	-0.6335	-0.139	-0.585	0.139	0.079	-0.388	-0.295	-0.2955	-0.2395	0.0065	-0.101	0.799	0.294	1.748	0.012	-0.331	0.125	-0.242	-0.402	0.411	0.416	0.306	0.433	-0.687	0.4645	-0.352	-0.3305	-0.114	0.1645	-0.138	-0.058	-0.361	-0.196	-0.464	0.456	0.471	-1.211	-0.304	-0.421
13659	-0.222	-1.037	-0.352	-0.277	-0.262	-0.327	-0.2585	-0.05	-0.4485	-0.8955	-0.3595	-0.509	-0.249	-0.143	-0.2715	-0.001	-1.861	-0.474	-0.445	-0.314	-0.2945	-0.2545	-0.8415	0.0095	-0.721	-0.772	0.0505	-0.097	-0.1415	-0.0925	-0.7055	0.055	-0.787	-2.098	-0.304	-0.08	0.094	-0.284	-0.036	-0.078
13660	-0.021	-0.5345	-0.278	-0.394	-0.373	-0.106	-0.1125	-0.012	-0.9915	-0.202	0.2065	-0.206	0.106	0.23	0.345	-0.494	1.073	0.35	-0.577	-0.285	0.0615	0.1085	0.2535	0.0365	-0.02	0.484	0.225	-0.11	-0.2865	0.0025	-0.3585	-0.209	0.0845	-0.199	-0.2	0.447	0.799	0.013	-0.576	-0.182
13661	-0.497	-1.297	1.389	-0.025	-0.4655	-0.41	0.143	-0.61	-0.854	0.1365	-0.335	-0.52	-1.398	-0.013	0.565	-0.344	0.033	-0.224	-0.354	0.88	0.313	0.6215	0.0345	-0.051	0.168	0.075	-0.4315	0.0035	-0.0405	-0.143	-0.915	0.787	-0.612	-1.058	-0.234	0.966	-0.171	-0.426	0.626	-0.14
13662	-0.698	-0.4905	-0.504	-0.749	-0.6515	-0.54	-0.8585	-0.194	-0.7635	-0.7785	-0.364	0.006	-0.488	0.265	0.1305	-0.71	0.305	-0.202	-0.619	-0.273	-0.3425	0.079	-0.0985	-0.2865	-0.063	0.3795	-0.215	-0.362	-0.269	-0.244	-0.4785	-0.7755	-0.592	-0.311	-0.151	0.331	-0.231	-1.073	0.235	-0.219
13663	-1.02	-0.733	-0.335	-0.649	-0.642	-0.958	-0.848	-0.009	-0.9515	-0.5345	-0.7275	0.064	-1.049	-0.134	0.1355	-0.994	0.129	0.135	-0.429	-0.553	-0.699	0.0005	-0.5595	-0.4055	-0.0425	-0.115	-0.221	-0.026	-0.2105	-0.36	-0.933	-0.6705	-1.121	-1.339	-0.144	-0.071	-0.411	-1.443	0.066	-0.26
13664	-0.783	-0.9555	-0.496	-0.694	-0.6405	-0.73	-0.437	-0.478	-0.066	-0.4465	-0.456	-0.37	-0.494	-0.083	0.012	-0.866	-0.381	-0.538	-0.972	-0.417	-0.343	-0.1545	-0.3085	-0.3625	-0.392	0.2685	-0.2065	-0.282	-0.1765	-0.1525	-0.7675	-0.45	-0.1245	-0.626	-0.215	0.353	-0.012	-1.144	-0.988	-0.976
13665	-0.491	-1.0415	-0.844	0.197	-0.594	0.118	0.325	-0.272	-0.6955	-0.8575	-0.1975	-0.703	0.038	-0.066	0.001	-0.173	-1.134	-0.532	-0.177	-1.155	-0.259	-0.29	-0.956	-0.145	-0.497	-0.508	-0.0995	0.033	0.2025	-0.0035	-0.3875	0.127	-0.189	-1.883	-0.352	-0.692	-0.081	0.301	0.012	-0.12
13666	-0.992	-0.0315	-0.147	0.609	-0.2745	-0.245	-0.1495	-0.158	-0.4605	-0.929	1.125	-0.178	0.233	0.806	-0.405	-0.083	-0.903	-0.589	-0.863	-0.318	-0.041	-0.6425	1.4025	-0.325	0.425	0.005	0.1035	0.7275	1.3195	0.4605	0.1245	0.759	0.9805	-0.376	0.176	0.876	0.313	0.77	-0.217	-0.631
13667	NA	-0.78	-0.305	-1.232	-0.135	-0.956	-0.3025	-2.585	0.994	-0.283	-0.154	-0.363	0.659	-0.152	0.4625	-0.642	-0.75	-1.82	-0.96	-0.252	-0.018	0.2295	-0.648	-0.721	1.5045	-0.303	-0.5835	-0.335	-0.092	-0.291	-0.2415	0.0135	-0.2265	-1.381	0.102	0.446	-0.172	-2.796	-1.093	-0.716
13668	-0.62	-0.061	0.113	0.343	-0.665	0.317	0.1365	-0.097	0.283	-0.5755	-0.0585	0.417	-0.294	-0.534	0.093	-0.405	0.379	-0.036	0.032	-0.444	-0.5035	-0.485	0.4805	0.0585	-0.004	0.514	0.0335	0.5125	-0.3125	0.1295	0.29	0.705	0.026	-0.649	-0.031	0.369	0.007	2.002	-0.585	-0.206
13669	0.136	0.048	0.256	-0.306	-1.2375	0.202	0.434	0.346	-0.5735	0.216	-0.441	0.043	-1.322	-0.01	-0.0375	-0.048	0.642	-0.463	-0.154	-0.415	-0.356	-0.2135	-0.237	0.314	-0.752	-0.1045	0.1985	-0.019	1.0905	-0.6685	1.078	0.3495	-0.8015	0.295	-0.829	-0.474	-0.644	0.024	-0.068	-1.226
13670	0.679	1.018	2.508	-0.279	0.41	0.136	0.1925	-2.163	0.995	3.032	1.251	2.231	-1.666	-1.667	0.9715	0.933	1.675	-0.013	1.737	1.407	1.919	-0.588	0.686	1.102	0.6265	2.0295	0.0925	0.44	-0.981	2.8065	1.767	0.5585	1.1635	1.388	-1.2	-0.617	-2.028	2.852	0.606	-0.262
13671	0.366	0.1065	-0.245	-0.551	0.426	-0.19	-0.4525	0.502	-0.1005	0.131	-0.09	0.19	NA	0.067	0.121	0.091	-0.308	-0.211	-0.464	NA	0.835	0.632	-0.5505	0.2595	0.913	-0.8595	-0.496	-0.555	0.096	-0.116	0.412	-0.159	-0.116	-0.681	-0.383	-0.858	0.768	-0.83	-0.962	-0.517
